index,date,north,east,individ,gender
SEP0193484,2020-09-14,7040756,539482,NRM_1641,Hona
SEP0193486,2020-09-09,7036515,522239,NRM_935,Hane
SEP0193492,2020-09-08,7060834,514409,NRM_1533,Hona
SEP0193497,2020-09-15,7043101,528304,BI041493,Hane
SEP0193500,2020-09-17,7000503,531389,NRM_669,Hane
SEP0193501,2020-08-25,6995180,517464,NRM_670,Hona
SEP0193502,2020-09-07,7000290,521360,NRM_894,Hona
SEP0193503,2020-09-09,6994053,526586,BI080374,Hane
SEP0193504,2020-09-10,7001509,517445,NRM_670,Hona
SEP0193505,2020-08-24,7006558,520227,BI407289,Hona
SEP0193510,2020-09-01,7001706,520804,NRM_697,Hona
SEP0193511,2020-09-17,6994231,540683,NRM_667,Hane
SEP0193513,2020-09-22,7002482,532503,NRM_1078,Hane
SEP0193514,2020-08-26,7000629,529393,NRM_1478,Hona
SEP0193515,2020-09-08,6993226,531768,NRM_666,Hona
SEP0193516,2020-09-08,7005757,519630,BI407289,Hona
SEP0193517,2020-08-31,7003950,519830,NRM_1078,Hane
SEP0193518,2020-09-02,6981205,533750,NRM_667,Hane
SEP0193520,2020-09-02,7012874,509466,NRM_741,Hane
SEP0193524,2020-10-26,6892077,463388,NRM_1027,Hane
SEP0193525,2020-09-08,7004974,518952,BI407289,Hona
SEP0193528,2020-09-02,6984647,531101,NRM_1651,Hane
SEP0193530,2020-10-26,6892240,463382,BI406758,Hona
SEP0193532,2020-09-10,7003713,516314,NRM_670,Hona
SEP0193535,2020-10-14,6986972,530887,NRM_802,Hona
SEP0193540,2020-09-07,6979870,535730,NRM_667,Hane
SEP0193542,2020-09-15,6990704,519627,NRM_803,Hane
SEP0193544,2020-09-18,6887464,462029,NRM_947,Hane
SEP0193550,2020-09-10,6918081,447425,NRM_1421,Hane
SEP0193569,2020-09-27,6918645,446409,NRM_1347,Hona
SEP0193572,2020-09-09,6919350,448098,BI407162,Hona
SEP0193576,2020-09-11,6992358,530522,NRM_666,Hona
SEP0193587,2020-08-24,7002051,517100,NRM_1542,Hona
SEP0193589,2020-10-16,6907351,459123,BI406859,Hona
SEP0193607,2020-09-12,7073201,493015,NRM_936,Hona
SEP0193608,2020-09-12,7073939,491724,NRM_936,Hona
SEP0193609,2020-09-21,7067814,495548,NRM_922,Hona
SEP0193611,2020-10-03,7070890,494166,BI407101,Hona
SEP0193612,2020-09-15,7067282,488604,NRM_907,Hona
SEP0193613,2020-09-05,7073218,492779,NRM_936,Hona
SEP0193614,2020-09-15,7067287,489424,NRM_922,Hona
SEP0193615,2020-09-15,7071586,494501,BI407101,Hona
SEP0193616,2020-09-13,7073611,491215,NRM_942,Hane
SEP0193632,2020-10-01,6981297,486236,NRM_1197,Hona
SEP0193663,2020-08-29,7013746,432805,NRM_690,Hona
SEP0193689,2020-09-09,7059617,512598,NRM_1170,Hane
SEP0193704,2020-09-15,7028472,512061,NRM_1368,Hona
SEP0193707,2020-09-13,6945758,518036,BI406665,Hane
SEP0193708,2020-08-23,7028494,506420,BI407130,Hona
SEP0193713,2020-09-21,7021626,507921,BI407130,Hona
SEP0193717,2020-09-29,6966222,494110,NRM_906,Hona
SEP0193720,2020-09-27,7019744,501137,NRM_675,Hane
SEP0193724,2020-09-02,7018520,504653,BI407167,Hona
SEP0193725,2020-09-07,7020438,503677,BI407042,Hona
SEP0193728,2020-09-14,7029068,511230,NRM_1368,Hona
SEP0193730,2020-09-02,7015969,506266,BI407130,Hona
SEP0193731,2020-09-01,7023335,506526,NRM_1652,Hona
SEP0193732,2020-09-13,6949753,517785,BI406665,Hane
SEP0193735,2020-09-14,6959794,503067,NRM_1158,Hane
SEP0193736,2020-09-09,6983425,553800,BI406995,Hane
SEP0193739,2020-09-12,6985415,547664,NRM_748,Hane
SEP0193741,2020-09-13,6969189,492073,NRM_1371,Hona
SEP0193744,2020-09-14,6958746,485977,BI041095,Hona
SEP0193747,2020-09-12,7043567,544423,NRM_1243,Hane
SEP0193752,2020-09-14,6954370,495830,NRM_949,Hona
SEP0193756,2020-09-25,7011765,540595,NRM_760,Hane
SEP0193757,2020-09-18,7015086,535187,BI407014,Hona
SEP0193771,2020-08-21,7009708,538270,BI406996,Hona
SEP0193778,2020-09-23,6946434,517560,BI406665,Hane
SEP0193788,2020-09-19,7013637,525611,NRM_829,Hane
SEP0193792,2020-08-23,7016836,538301,BI407014,Hona
SEP0193798,2020-08-22,7015662,537315,BI407014,Hona
SEP0193804,2020-09-12,7027335,512155,NRM_1368,Hona
SEP0193807,2020-09-20,7027255,511984,NRM_728,Hona
SEP0193820,2020-09-16,7025290,512726,BI406847,Hane
SEP0193830,2020-09-27,7019549,502147,BI407042,Hona
SEP0193841,2020-09-22,7025651,485369,BI407167,Hona
SEP0193848,2020-09-25,7027068,490617,NRM_1348,Hane
SEP0193852,2020-09-22,7026072,511612,NRM_728,Hona
SEP0193881,2020-09-19,6945323,461067,BI409256,Hane
SEP0193886,2020-09-25,7025203,523515,NRM_830,Hane
SEP0193887,2020-09-25,7026345,519695,NRM_761,Hane
SEP0193913,2020-09-14,6952156,498823,NRM_613,Hane
SEP0193919,2020-09-15,6952301,399144,NRM_948,Hona
SEP0193927,2020-10-09,6944696,518431,BI407050,Hane
SEP0193928,2020-10-03,6951008,500960,NRM_613,Hane
SEP0193931,2020-09-19,6943714,495487,NRM_613,Hane
SEP0193933,2020-09-01,6954881,496841,NRM_613,Hane
SEP0193935,2020-09-20,6954488,492907,NRM_949,Hona
SEP0193938,2020-09-20,6950755,501343,NRM_613,Hane
SEP0193940,2020-09-19,6951845,494846,NRM_949,Hona
SEP0193941,2020-09-14,6951165,495606,NRM_949,Hona
SEP0193943,2020-09-03,6956482,490012,BI407355,Hane
SEP0193944,2020-08-26,6957535,489603,BI407355,Hane
SEP0193946,2020-09-19,6959198,485262,NRM_613,Hane
SEP0193947,2020-08-23,6954184,496339,BI407355,Hane
SEP0193950,2020-09-20,6949293,496897,NRM_949,Hona
SEP0193951,2020-08-28,6984013,510943,NRM_836,Hane
SEP0193952,2020-09-13,6951377,495067,NRM_613,Hane
SEP0193953,2020-09-19,6951641,494618,NRM_949,Hona
SEP0193955,2020-09-15,6950362,495233,NRM_1190,Hona
SEP0193963,2020-09-14,6965974,492809,NRM_906,Hona
SEP0193966,2020-09-22,7009069,433118,BI407309,Hane
SEP0193970,2020-09-25,7010407,437016,BI407350,Hona
SEP0193980,2020-09-22,7008510,433162,NRM_1247,Hona
SEP0193981,2020-09-05,6970631,495575,NRM_1197,Hona
SEP0193985,2020-10-02,6972530,517832,BI407166,Hona
SEP0193990,2020-09-02,6973467,525329,BI407166,Hona
SEP0194202,2020-09-12,6946501,471781,NRM_863,Hona
SEP0194208,2020-09-16,6963953,475819,BI407366,Hona
SEP0194211,2020-09-09,6947271,475475,BI407366,Hona
SEP0194233,2020-09-27,6952664,466573,BI414857,Hane
SEP0194240,2020-08-31,6957031,473593,BI407184,Hona
SEP0194301,2020-10-28,7021235,542086,NRM_783,Hona
SEP0194303,2020-10-25,7023136,538116,NRM_783,Hona
SEP0194306,2020-09-06,7035933,535433,BI407187,Hona
SEP0194313,2020-10-12,7027143,531004,BI407081,Hona
SEP0194314,2020-09-06,7030129,526809,NRM_1171,Hane
SEP0194344,2020-10-26,7022606,541212,NRM_710,Hane
SEP0194346,2020-10-07,7011733,521679,NRM_728,Hona
SEP0194351,2020-09-16,7016103,524948,NRM_762,Hane
SEP0194354,2020-09-17,7008287,544061,NRM_1304,Hona
SEP0194375,2020-10-15,7040940,543562,NRM_1243,Hane
SEP0194377,2020-09-14,7009221,543790,NRM_1171,Hane
SEP0194383,2020-10-07,7010707,518919,NRM_762,Hane
SEP0194389,2020-10-06,7011293,518438,NRM_762,Hane
SEP0194391,2020-09-17,7023623,530327,NRM_1168,Hona
SEP0194396,2020-09-25,7014160,497711,NRM_676,Hona
SEP0194399,2020-10-06,7011638,523413,NRM_728,Hona
SEP0194413,2020-09-19,7116528,503822,BI407238,Hona
SEP0194414,2020-09-11,7099865,504194,BI407149,Hona
SEP0194415,2020-09-27,7102543,503324,NRM_1435,Hona
SEP0194416,2020-09-08,7120692,502933,BI406767,Hane
SEP0194417,2020-10-07,7094916,546516,NRM_850,Hona
SEP0194418,2020-09-08,7118893,501792,NRM_1327,Hona
SEP0194419,2020-09-11,7094764,504912,NRM_707,Hane
SEP0194424,2020-09-07,7109901,495899,BI406767,Hane
SEP0194425,2020-09-19,7110739,495662,NRM_1294,Hona
SEP0194426,2020-09-25,7101645,501936,NRM_1435,Hona
SEP0194427,2020-09-07,7110822,505297,BI407345,Hona
SEP0194438,2020-09-18,7090555,517017,BI407114,Hona
SEP0194439,2020-10-03,7075150,519257,NRM_1593,Hona
SEP0194440,2020-09-19,7100463,498301,BI407149,Hona
SEP0194453,2020-08-22,7066082,530556,BI407021,Hona
SEP0194456,2020-09-17,7087317,515289,NRM_820,Hona
SEP0194464,2020-09-02,7073506,522624,BI407073,Hane
SEP0194483,2020-09-08,7091082,500150,NRM_705,Hona
SEP0194484,2020-09-19,7072487,522471,NRM_1450,Hane
SEP0194487,2020-09-26,7110132,498797,BI407238,Hona
SEP0194490,2020-09-20,7115375,503671,BI406825,Hona
SEP0194491,2020-09-13,7100112,500790,BI407149,Hona
SEP0194495,2020-09-09,7154772,512697,BI407009,Hona
SEP0194497,2020-09-17,7097753,514433,NRM_1665,Hona
SEP0194600,2020-09-17,6963599,540530,BI407302,Hona
SEP0194601,2020-09-09,6965794,530612,NRM_719,Hane
SEP0194605,2020-09-25,6972236,552860,BI407362,Hane
SEP0194607,2020-09-03,6960515,547941,NRM_1653,Hona
SEP0194608,2020-09-16,6906128,477548,NRM_842,Hane
SEP0194613,2020-09-27,6977229,525376,NRM_802,Hona
SEP0194614,2020-09-09,6964015,553508,NRM_1422,Hona
SEP0194618,2020-09-01,6915667,480665,BI407258,Hona
SEP0194620,2020-10-10,6965046,536801,BI407355,Hane
SEP0194623,2020-09-10,6916166,480138,NRM_694,Hane
SEP0194624,2020-09-14,6910350,477712,BI407239,Hona
SEP0194625,2020-08-21,6950253,512082,NRM_608,Hona
SEP0194627,2020-09-10,6914269,484136,NRM_646,Hane
SEP0194629,2020-09-07,6957491,529322,NRM_719,Hane
SEP0194630,2020-10-06,6977977,539113,BI406995,Hane
SEP0194636,2020-09-14,6996049,579158,NRM_771,Hona
SEP0194638,2020-10-13,6962160,542662,BI407355,Hane
SEP0194640,2020-10-11,7008944,567309,BI407102,Hona
SEP0194641,2020-09-17,6968031,521979,NRM_1215,Okänt
SEP0194646,2020-09-13,6966863,517196,NRM_669,Hane
SEP0194648,2020-09-09,7002099,570414,BI407207,Hona
SEP0194650,2020-09-10,6961702,543291,BI407302,Hona
SEP0194651,2020-09-09,6966043,542635,BI407302,Hona
SEP0194655,2020-09-05,6944108,522124,BI406665,Hane
SEP0194656,2020-09-01,6960446,546511,NRM_1422,Hona
SEP0194669,2020-09-19,7000385,582791,NRM_1185,Hona
SEP0194677,2020-09-30,6998649,577493,NRM_2020,Hane
SEP0194678,2020-09-07,7005947,575224,BI407207,Hona
SEP0194681,2020-08-30,6998132,574471,BI407207,Hona
SEP0194682,2020-09-15,6969004,519713,NRM_658,Hona
SEP0194685,2020-10-10,7013992,569647,NRM_2020,Hane
SEP0194696,2020-09-22,6963836,542629,BI407302,Hona
SEP0194697,2020-09-15,6967441,519386,NRM_658,Hona
SEP0194699,2020-09-29,7006884,571876,NRM_1152,Hane
SEP0194704,2020-09-12,6981805,429925,NRM_1631,Hane
SEP0194709,2020-09-24,6926251,380905,NRM_1051,Hona
SEP0194729,2020-09-22,6953076,430458,NRM_1142,Hona
SEP0194731,2020-09-22,6952005,428218,NRM_749,Hona
SEP0194735,2020-09-13,6954479,430892,BI407337,Hona
SEP0194789,2020-10-25,6949742,434916,NRM_1550,Hona
SEP0194802,2020-09-09,7072431,679373,NRM_963,Hona
SEP0194803,2020-09-03,7064178,676104,NRM_938,Hona
SEP0194808,2020-09-09,7055498,686458,NRM_963,Hona
SEP0194809,2020-10-10,7057363,678589,BI406730,Hona
SEP0194810,2020-08-24,7062413,674674,NRM_632,Hona
SEP0194811,2020-09-12,7049422,671879,BI415043,Hane
SEP0194812,2020-08-30,7057566,675631,BI415043,Hane
SEP0194813,2020-09-05,7069660,673869,NRM_934,Hona
SEP0194814,2020-08-31,7051256,699971,NRM_1040,Hona
SEP0194815,2020-09-19,7064802,679965,BI406730,Hona
SEP0194817,2020-09-10,7069003,673009,NRM_977,Hane
SEP0194819,2020-09-15,7063230,688118,BI415002,Hane
SEP0194821,2020-09-25,7081206,659491,BI406714,Hona
SEP0194824,2020-08-27,7063221,676536,NRM_632,Hona
SEP0194825,2020-09-12,7049344,702423,NRM_1077,Hona
SEP0194828,2020-09-04,7072929,676753,BI050057,Hona
SEP0194829,2020-09-12,7073413,684098,BI415002,Hane
SEP0194831,2020-09-05,7069677,673859,BI406730,Hona
SEP0194835,2020-09-08,7071281,687765,BI415002,Hane
SEP0194838,2020-09-14,7078401,664453,NRM_1349,Hane
SEP0194839,2020-09-07,7064193,676197,NRM_934,Hona
SEP0194840,2020-09-17,7079695,661748,BI406702,Hona
SEP0194844,2020-08-28,7076760,661643,BI406714,Hona
SEP0194845,2020-09-08,7066622,682402,NRM_938,Hona
SEP0194847,2020-09-12,7069266,690096,BI415002,Hane
SEP0194848,2020-09-28,7051314,701429,BI406687,Hona
SEP0194849,2020-10-10,7058063,679201,NRM_938,Hona
SEP0194852,2020-09-14,7065948,669807,NRM_1104,Hane
SEP0194855,2020-08-30,7062688,673462,NRM_632,Hona
SEP0194856,2020-09-20,7055639,641724,NRM_739,Hona
SEP0194857,2020-09-10,7066142,675308,NRM_977,Hane
SEP0194860,2020-09-14,7054311,642713,NRM_739,Hona
SEP0194862,2020-09-27,7071938,661129,BI406714,Hona
SEP0194863,2020-09-08,7075050,660574,NRM_1040,Hona
SEP0194864,2020-08-30,7063942,672887,BI407186,Hane
SEP0194865,2020-08-21,7052412,688487,NRM_647,Hona
SEP0194866,2020-09-30,7056721,673107,NRM_851,Hane
SEP0194867,2020-09-08,7056310,641295,NRM_739,Hona
SEP0194868,2020-10-03,7072974,658335,NRM_651,Hona
SEP0194869,2020-09-06,7071536,662943,NRM_763,Hona
SEP0194875,2020-09-10,7050411,706629,BI406634,Hane
SEP0194878,2020-09-02,7051333,690047,NRM_963,Hona
SEP0194881,2020-10-02,7080912,661295,NRM_727,Hane
SEP0194885,2020-09-09,7081278,638168,BI406572,Hona
SEP0194886,2020-09-23,7064628,680759,BI406730,Hona
SEP0194887,2020-09-01,7065795,677475,BI407186,Hane
SEP0194889,2020-09-07,7048422,695318,NRM_647,Hona
SEP0194890,2020-08-30,7056005,673208,NRM_1091,Hane
SEP0194891,2020-09-10,7069013,673179,NRM_938,Hona
SEP0194895,2020-09-19,7064685,680726,NRM_934,Hona
SEP0194898,2020-09-26,7067318,666514,NRM_1094,Hane
SEP0194899,2020-09-20,7063469,676353,NRM_632,Hona
SEP0195000,2020-09-05,7010727,559068,NRM_680,Hona
SEP0195003,2020-08-25,7014934,556743,NRM_828,Hane
SEP0195006,2020-08-29,7026960,552574,NRM_1132,Hane
SEP0195007,2020-09-07,7021785,556937,NRM_895,Hona
SEP0195010,2020-08-27,7017803,549946,NRM_709,Hona
SEP0195012,2020-09-06,7016666,547553,BI041088,Hona
SEP0195014,2020-08-23,7003454,550732,BI406996,Hona
SEP0195017,2020-09-10,7010471,559846,NRM_678,Hane
SEP0195020,2020-09-19,7010820,559602,NRM_678,Hane
SEP0195021,2020-08-26,7013617,553975,NRM_828,Hane
SEP0195024,2020-08-26,7013569,554013,NRM_755,Hona
SEP0195030,2020-09-22,7019980,552615,NRM_709,Hona
SEP0195031,2020-08-22,7017221,559969,BI407102,Hona
SEP0195033,2020-09-07,7009808,560985,NRM_680,Hona
SEP0195034,2020-08-27,7021428,545124,NRM_709,Hona
SEP0195041,2020-09-05,7012235,555100,NRM_754,Hona
SEP0195046,2020-08-22,7023515,503936,NRM_1509,Hona
SEP0195047,2020-09-15,7024871,511351,NRM_1368,Hona
SEP0195048,2020-08-29,7028111,506543,BI407130,Hona
SEP0195051,2020-08-31,7058340,532972,NRM_1655,Hona
SEP0195052,2020-08-22,7029858,515990,NRM_625,Okänt
SEP0195053,2020-09-20,7021388,506120,BI407130,Hona
SEP0195058,2020-09-04,7029253,509076,BI407130,Hona
SEP0195060,2020-08-23,7031331,513405,BI407042,Hona
SEP0195064,2020-09-14,7027336,512155,NRM_1368,Hona
SEP0195071,2020-09-03,7013266,558464,NRM_754,Hona
SEP0195075,2020-10-03,7021050,506657,NRM_728,Hona
SEP0195079,2020-09-09,7013571,555854,NRM_678,Hane
SEP0195081,2020-09-03,7011879,560766,NRM_1525,Hane
SEP0195082,2020-09-08,7015723,559003,NRM_828,Hane
SEP0195083,2020-09-04,7016906,546819,NRM_755,Hona
SEP0195086,2020-10-16,7007262,550771,NRM_854,Hona
SEP0195087,2020-09-05,7011566,551827,NRM_828,Hane
SEP0195088,2020-09-10,7011468,561851,NRM_1172,Hane
SEP0195096,2020-10-02,7023908,495768,NRM_1594,Hona
SEP0195099,2020-08-21,7029489,514161,NRM_626,Hona
SEP0195101,2020-09-26,7023906,536658,NRM_677,Hane
SEP0195102,2020-09-30,7010199,568422,NRM_678,Hane
SEP0195104,2020-09-09,7024403,536284,NRM_677,Hane
SEP0195110,2020-10-05,7011586,524179,BI407042,Hona
SEP0195112,2020-08-22,7035593,520390,BI407187,Hona
SEP0195113,2020-09-28,6996639,578392,NRM_1172,Hane
SEP0195114,2020-10-01,7012790,523139,NRM_675,Hane
SEP0195120,2020-09-26,7013015,518865,NRM_762,Hane
SEP0195122,2020-10-01,7014084,521096,NRM_728,Hona
SEP0195125,2020-09-09,7061995,535069,NRM_837,Hane
SEP0195127,2020-09-07,7057261,537186,BI041493,Hane
SEP0195130,2020-09-19,7024031,544603,NRM_783,Hona
SEP0195134,2020-09-26,7011708,523828,BI407042,Hona
SEP0195135,2020-09-10,7027114,537779,BI409276,Hane
SEP0195136,2020-10-02,7014634,519834,NRM_728,Hona
SEP0195138,2020-09-07,7056650,525685,BI407209,Hona
SEP0195142,2020-10-04,7025387,543839,NRM_1132,Hane
SEP0195148,2020-10-03,7014625,522105,NRM_728,Hona
SEP0195150,2020-09-19,6995546,524431,NRM_669,Hane
SEP0195157,2020-10-13,7133746,498767,BI407035,Hona
SEP0195158,2020-09-12,6994959,526563,BI080374,Hane
SEP0195159,2020-09-26,7011276,523305,NRM_675,Hane
SEP0195164,2020-09-07,7055747,525617,BI407209,Hona
SEP0195167,2020-10-05,7014344,520497,NRM_728,Hona
SEP0195169,2020-09-26,7013161,530145,NRM_741,Hane
SEP0195170,2020-09-27,7022825,542974,NRM_783,Hona
SEP0195174,2020-08-21,7059215,535719,BI407066,Hona
SEP0195175,2020-09-08,7014154,532446,BI407014,Hona
SEP0195179,2020-09-08,7029896,546506,BI407188,Hona
SEP0195182,2020-09-07,7055583,534500,NRM_1424,Hane
SEP0195184,2020-09-07,7054379,523716,NRM_896,Hane
SEP0195187,2020-09-10,7043213,523606,BI041493,Hane
SEP0195191,2020-09-07,7023336,542766,NRM_783,Hona
SEP0195194,2020-09-07,7058066,526661,NRM_1170,Hane
SEP0195196,2020-09-05,7049711,522847,BI406809,Hane
SEP0195197,2020-09-08,7048620,527029,BI407148,Hona
SEP0195198,2020-09-12,7050034,525014,BI407148,Hona
SEP0195199,2020-09-13,7051918,523004,BI407148,Hona
SEP0195210,2020-08-23,7094108,510644,BI041271,Hona
SEP0195212,2020-09-08,7096831,502251,NRM_707,Hane
SEP0195215,2020-08-31,7119946,521433,BI407086,Hona
SEP0195218,2020-09-08,7120815,505176,NRM_1328,Hona
SEP0195221,2020-09-08,7095664,500419,NRM_707,Hane
SEP0195229,2020-10-15,7116315,501429,BI407255,Hona
SEP0195230,2020-08-28,7094117,514404,NRM_1147,Hona
SEP0195241,2020-09-08,7087383,509883,NRM_1569,Hona
SEP0195242,2020-08-24,7092165,509178,BI041271,Hona
SEP0195245,2020-08-21,7074855,525147,NRM_1461,Hona
SEP0195256,2020-08-26,7064447,524653,NRM_792,Hane
SEP0195259,2020-09-12,7065705,531672,NRM_1372,Hona
SEP0195349,2020-09-17,7026651,509726,NRM_1368,Hona
SEP0195500,2020-09-26,7070393,681864,NRM_963,Hona
SEP0195504,2020-10-31,7044896,685090,NRM_1557,Hona
SEP0195505,2020-08-27,7064150,688020,NRM_988,Hona
SEP0195511,2020-09-09,7045265,686269,NRM_844,Hane
SEP0195512,2020-09-15,7093353,660027,BI414785,Hona
SEP0195513,2020-09-12,7070748,688720,BI415007,Hona
SEP0195515,2020-09-12,7074148,665326,NRM_1094,Hane
SEP0195517,2020-09-14,7043239,687397,BI040977,Hona
SEP0195518,2020-10-01,7068514,670394,BI406679,Hona
SEP0195519,2020-08-21,7080933,666574,NRM_1510,Hane
SEP0195522,2020-09-08,7055402,671944,NRM_1312,Hane
SEP0195524,2020-10-15,7063466,688197,NRM_1040,Hona
SEP0195525,2020-09-20,7081060,634755,NRM_633,Hane
SEP0195529,2020-09-08,7056149,671277,BI415043,Hane
SEP0195530,2020-10-17,7064136,683350,NRM_977,Hane
SEP0195531,2020-09-20,7066916,679526,BI406730,Hona
SEP0195533,2020-09-19,7057091,678586,NRM_1040,Hona
SEP0195536,2020-09-08,7054647,671927,BI406631,Hona
SEP0195537,2020-09-23,7052601,686612,NRM_740,Hona
SEP0195538,2020-09-10,7065653,675652,NRM_934,Hona
SEP0195539,2020-08-28,7063404,673970,NRM_632,Hona
SEP0195541,2020-09-23,7071945,661125,BI406714,Hona
SEP0195543,2020-09-18,7075841,673171,NRM_1239,Hona
SEP0195544,2020-09-26,7067564,679733,BI406714,Hona
SEP0195545,2020-10-02,7050383,689474,NRM_647,Hona
SEP0195546,2020-08-30,7051343,699556,NRM_988,Hona
SEP0195550,2020-08-22,7052979,687224,BI415002,Hane
SEP0195551,2020-09-25,7087059,664339,NRM_831,Hane
SEP0195553,2020-09-16,7069198,690108,BI406621,Hona
SEP0195555,2020-09-20,7059292,689678,BI407186,Hane
SEP0195558,2020-09-25,7070860,670932,NRM_763,Hona
SEP0195559,2020-09-12,7073924,666818,NRM_852,Hane
SEP0195562,2020-08-29,7074870,669747,NRM_831,Hane
SEP0195563,2020-09-20,7068343,675778,NRM_934,Hona
SEP0195569,2020-09-06,7066242,690904,BI415002,Hane
SEP0195570,2020-09-19,7057606,688524,BI041000,Hona
SEP0195573,2020-09-08,7072973,657996,NRM_1276,Okänt
SEP0195576,2020-09-14,7065585,679318,BI406730,Hona
SEP0195577,2020-09-06,7067641,690503,BI415002,Hane
SEP0195579,2020-10-14,7062797,685867,NRM_963,Hona
SEP0195585,2020-08-27,7063069,689036,NRM_1511,Hona
SEP0195586,2020-09-08,7056693,670518,NRM_702,Hane
SEP0195587,2020-09-12,7059485,687087,NRM_740,Hona
SEP0195588,2020-09-24,7073831,666764,NRM_852,Hane
SEP0195590,2020-09-15,7057019,653712,BI406669,Hane
SEP0195591,2020-09-10,7060288,673772,NRM_632,Hona
SEP0195592,2020-09-08,7056847,670589,NRM_1336,Hane
SEP0195594,2020-09-11,7061037,690404,NRM_988,Hona
SEP0195595,2020-08-22,7064453,671427,NRM_1353,Hona
SEP0195802,2020-09-12,7100444,534141,NRM_673,Hane
SEP0195803,2020-09-11,7059184,505232,BI406928,Hona
SEP0195813,2020-09-11,7060282,503877,NRM_907,Hona
SEP0195821,2020-08-25,7059387,506372,BI406805,Hona
SEP0195823,2020-09-26,7118321,511616,BI407089,Hona
SEP0195824,2020-09-13,7082561,532541,NRM_1244,Hona
SEP0195829,2020-08-27,7100286,502842,BI407149,Hona
SEP0195834,2020-09-25,7130101,505871,NRM_720,Hona
SEP0195840,2020-09-26,7117516,506382,BI407255,Hona
SEP0195842,2020-09-09,7149938,508709,NRM_969,Hona
SEP0195843,2020-08-24,7137446,508287,NRM_607,Hane
SEP0195852,2020-09-13,7059525,505720,NRM_1081,Hona
SEP0195855,2020-09-14,7100516,526277,BI407172,Hona
SEP0195858,2020-09-25,7131341,508957,BI407035,Hona
SEP0195865,2020-09-25,7129207,509732,BI406956,Hane
SEP0195867,2020-08-26,7058421,502465,BI406805,Hona
SEP0195875,2020-09-09,7056101,501320,NRM_1415,Hane
SEP0195881,2020-09-10,7044386,511964,NRM_1574,Hona
SEP0195883,2020-08-24,7059306,506441,BI406805,Hona
SEP0195885,2020-10-05,7125700,543067,NRM_853,Hona
SEP0195897,2020-09-20,7059575,505478,NRM_997,Hona
SEP0195898,2020-08-27,7107717,500594,NRM_1512,Hona
SEP0195926,2020-09-16,7005156,434813,BI407309,Hane
SEP0195931,2020-09-18,7006059,431836,NRM_1206,Hane
SEP0195938,2020-09-20,6876960,450293,NRM_1148,Hona
SEP0195941,2020-09-27,6872626,454900,BI407311,Hona
SEP0195942,2020-09-23,6862581,466218,NRM_1611,Hane
SEP0195945,2020-09-16,6862085,467697,NRM_1305,Hane
SEP0195952,2020-09-09,6903972,493820,NRM_776,Hona
SEP0195953,2020-09-19,6905270,512278,NRM_857,Hane
SEP0195955,2020-09-27,6870430,498074,NRM_1357,Hane
SEP0195956,2020-08-22,6907449,497870,BI407017,Hona
SEP0195957,2020-08-21,6915886,495156,NRM_646,Hane
SEP0195959,2020-08-22,6907595,497847,BI407017,Hona
SEP0195962,2020-08-23,6901276,497216,NRM_1482,Hona
SEP0195966,2020-09-02,6895081,517527,NRM_1524,Hona
SEP0195970,2020-09-09,6891503,498927,NRM_1445,Hona
SEP0195971,2020-09-07,6884332,493887,BI409227,Hane
SEP0195977,2020-09-27,6870248,497351,NRM_1357,Hane
SEP0195979,2020-09-03,6882701,497974,BI409227,Hane
SEP0195981,2020-10-05,6859456,486747,BI406814,Hona
SEP0195983,2020-09-27,6870120,497545,NRM_1370,Hona
SEP0195984,2020-10-24,6882358,512645,NRM_1272,Hona
SEP0195985,2020-09-21,6870353,504873,NRM_1357,Hane
SEP0195986,2020-09-22,6882850,515174,NRM_1210,Hane
SEP0195987,2020-09-04,6893146,505611,NRM_871,Hona
SEP0195988,2020-09-21,6887781,515614,NRM_1092,Hane
SEP0195989,2020-09-22,6904365,509384,NRM_857,Hane
SEP0195991,2020-10-10,6893267,509157,NRM_858,Hane
SEP0195992,2020-09-06,6894222,509807,NRM_856,Hona
SEP0195996,2020-09-04,6893880,508868,BI080250,Hona
SEP0195997,2020-09-09,6890212,519353,BI409266,Hona
SEP0195998,2020-09-15,6896002,467564,BI406967,Hona
SEP0196000,2020-09-16,6906030,477448,BI407239,Hona
SEP0196007,2020-09-27,6979909,521243,BI407166,Hona
SEP0196008,2020-09-07,6912417,482226,BI080293,Hane
SEP0196010,2020-09-21,6977356,518708,BI407166,Hona
SEP0196015,2020-09-16,6963937,520807,NRM_669,Hane
SEP0196016,2020-09-22,6982345,518583,BI406636,Hane
SEP0196018,2020-10-02,6958186,529801,BI407247,Hona
SEP0196021,2020-09-11,6950631,511325,NRM_608,Hona
SEP0196022,2020-08-25,6957249,510704,NRM_608,Hona
SEP0196026,2020-09-23,6910624,498067,BI407017,Hona
SEP0196028,2020-09-08,6900413,488397,NRM_804,Hane
SEP0196031,2020-09-09,6964411,529879,NRM_1423,Hona
SEP0196035,2020-10-02,6968609,552640,NRM_1123,Hane
SEP0196036,2020-10-04,6976984,532601,BI406636,Hane
SEP0196038,2020-09-24,6958865,547166,BI407129,Hane
SEP0196039,2020-09-10,6962654,528282,NRM_719,Hane
SEP0196041,2020-09-07,6948706,521764,NRM_689,Hane
SEP0196045,2020-09-05,6943193,523636,BI406665,Hane
SEP0196046,2020-09-06,6957104,530615,NRM_719,Hane
