index,date,north,east,individ,gender
SEP0191025,2020-09-25,7074035,504536,NRM_817,Hona
SEP0191026,2020-10-12,7074781,504111,NRM_817,Hona
SEP0191028,2020-09-08,7080994,515062,NRM_1569,Hona
SEP0191031,2020-09-02,7041741,492907,NRM_886,Hona
SEP0191032,2020-08-22,7059579,485351,NRM_1081,Hona
SEP0191033,2020-09-13,7063298,494780,BI406962,Hane
SEP0191039,2020-09-12,7057110,496694,BI406805,Hona
SEP0191040,2020-09-17,7059588,497949,BI406928,Hona
SEP0191042,2020-09-19,7057872,506292,NRM_835,Hane
SEP0191043,2020-09-21,7030825,494547,NRM_942,Hane
SEP0191045,2020-09-13,7062832,497911,BI406962,Hane
SEP0191047,2020-09-12,7042173,488998,NRM_886,Hona
SEP0191048,2020-09-19,7039097,493456,NRM_942,Hane
SEP0191050,2020-08-29,7042737,493196,NRM_886,Hona
SEP0191063,2020-08-29,7061965,489822,NRM_942,Hane
SEP0191064,2020-08-29,7061398,493082,BI406928,Hona
SEP0191068,2020-10-12,7031410,517307,NRM_626,Hona
SEP0191069,2020-08-30,7065072,494799,BI406928,Hona
SEP0191071,2020-09-19,7057322,507235,NRM_1201,Hane
SEP0191073,2020-09-09,7057432,487287,BI406928,Hona
SEP0191079,2020-09-17,7056125,505083,NRM_1184,Hane
SEP0191085,2020-09-05,7067337,502182,NRM_889,Hona
SEP0191200,2020-09-27,6979978,522366,BI407166,Hona
SEP0191203,2020-09-09,6994770,523344,NRM_1078,Hane
SEP0191208,2020-09-06,6998264,525485,BI080374,Hane
SEP0191209,2020-08-23,7000309,530436,BI080374,Hane
SEP0191212,2020-08-25,6995195,515076,NRM_836,Hane
SEP0191215,2020-09-15,6992446,519328,NRM_803,Hane
SEP0191218,2020-09-10,6996802,517496,NRM_670,Hona
SEP0191219,2020-08-28,6995719,528837,BI406636,Hane
SEP0191220,2020-09-10,6993914,518151,NRM_670,Hona
SEP0191222,2020-09-09,6999942,522747,NRM_779,Hona
SEP0191224,2020-09-15,6991550,520932,NRM_894,Hona
SEP0191225,2020-09-20,6997033,518732,NRM_719,Hane
SEP0191227,2020-08-23,7000590,523986,NRM_697,Hona
SEP0191230,2020-09-26,6980080,536042,BI407348,Hona
SEP0191236,2020-09-07,6992959,518864,NRM_670,Hona
SEP0191238,2020-09-06,6997415,521035,NRM_1078,Hane
SEP0191239,2020-09-08,7010930,490761,NRM_881,Hane
SEP0191241,2020-09-08,7004950,519103,NRM_918,Hona
SEP0191242,2020-08-31,6997188,521971,NRM_1078,Hane
SEP0191245,2020-09-07,7005528,514616,NRM_836,Hane
SEP0191302,2020-09-11,7113274,515880,BI407138,Hona
SEP0191304,2020-09-18,7105307,533281,BI406914,Hona
SEP0191305,2020-09-12,7098986,531221,BI407172,Hona
SEP0191310,2020-08-26,7073480,530388,NRM_1002,Hona
SEP0191313,2020-09-20,7093003,527805,NRM_1292,Hona
SEP0191318,2020-09-12,7115607,532273,BI041529,Hane
SEP0191319,2020-09-22,7097783,538356,BI041000,Hona
SEP0191326,2020-09-14,7085751,532444,NRM_1153,Hona
SEP0191327,2020-08-22,7084052,539027,NRM_827,Hane
SEP0191329,2020-09-13,7115402,532956,NRM_1346,Hona
SEP0191332,2020-08-21,7093844,529971,NRM_1504,Hane
SEP0191333,2020-08-28,7117970,529902,NRM_1457,Hona
SEP0191335,2020-09-08,7091820,535643,NRM_892,Hane
SEP0191338,2020-08-22,7118541,528128,NRM_1457,Hona
SEP0191339,2020-09-13,7110564,518391,BI041303,Hona
SEP0191341,2020-09-20,7091057,535309,BI406908,Hona
SEP0191344,2020-09-26,7086267,536489,NRM_827,Hane
SEP0191348,2020-09-19,7105748,534637,BI406914,Hona
SEP0191351,2020-09-17,7078361,531707,BI414814,Hane
SEP0191355,2020-09-12,7105535,533320,BI406914,Hona
SEP0191357,2020-09-27,7100168,539455,BI406942,Hane
SEP0191359,2020-09-27,7104674,537146,BI406914,Hona
SEP0191362,2020-09-12,7110362,520527,BI407259,Hona
SEP0191363,2020-10-13,7106516,534112,NRM_1739,Hona
SEP0191364,2020-09-29,7097887,531828,BI407172,Hona
SEP0191365,2020-09-11,7118928,533997,NRM_721,Hona
SEP0191368,2020-09-10,7115668,523910,BI407138,Hona
SEP0191371,2020-10-16,7089877,538943,NRM_1128,Hane
SEP0191372,2020-09-09,7094136,534686,NRM_796,Hona
SEP0191375,2020-09-18,7101140,538003,NRM_946,Hane
SEP0191378,2020-08-22,7117281,527622,NRM_1490,Hona
SEP0191379,2020-09-07,7098717,539669,BI406942,Hane
SEP0191380,2020-09-25,7099290,536619,BI041000,Hona
SEP0191381,2020-09-29,7098321,531690,BI407172,Hona
SEP0191383,2020-09-12,7089292,539957,BI406960,Hane
SEP0191390,2020-08-28,7113054,534539,NRM_1532,Hona
SEP0191394,2020-09-12,7115576,532896,NRM_1568,Hona
SEP0191395,2020-08-24,7093947,525938,NRM_1122,Hona
SEP0191397,2020-09-11,7107787,521074,NRM_725,Hona
SEP0191398,2020-09-11,7106942,521025,NRM_797,Hona
SEP0191399,2020-08-21,7115468,529333,BI041529,Hane
SEP0191400,2020-09-07,6903103,464174,BI407367,Hona
SEP0191401,2020-09-13,6894946,454057,NRM_1121,Hona
SEP0191404,2020-10-14,6892755,451599,BI407287,Hona
SEP0191408,2020-09-26,6898189,469714,BI407239,Hona
SEP0191414,2020-09-15,6902914,460220,NRM_1159,Hane
SEP0191415,2020-09-03,6865842,473311,BI409284,Hane
SEP0191417,2020-08-21,6897253,468606,BI406967,Hona
SEP0191423,2020-09-19,6872715,467364,NRM_1224,Hane
SEP0191427,2020-09-12,6889453,460303,BI407131,Hona
SEP0191431,2020-09-19,6886686,460323,NRM_671,Hona
SEP0191435,2020-09-08,6903248,431518,NRM_1324,Hane
SEP0191436,2020-10-03,6896846,457689,NRM_722,Hane
SEP0191439,2020-09-15,6905547,447533,NRM_1639,Hane
SEP0191443,2020-09-02,6872620,468264,BI407197,Hona
SEP0191445,2020-09-13,6892364,449568,NRM_991,Hona
SEP0191447,2020-09-25,6870095,480343,NRM_920,Hona
SEP0191448,2020-08-27,6900711,459913,NRM_1189,Hona
SEP0191449,2020-08-28,6866453,483949,NRM_1088,Hane
SEP0191450,2020-10-02,6897884,462574,BI406758,Hona
SEP0191451,2020-10-10,6868486,480224,NRM_1061,Hona
SEP0191453,2020-09-09,6900382,458695,NRM_1189,Hona
SEP0191454,2020-09-23,6885994,461148,NRM_671,Hona
SEP0191456,2020-09-25,6870255,479614,BI080300,Hona
SEP0191457,2020-10-10,6890936,449108,NRM_1148,Hona
SEP0191458,2020-09-07,6885414,487549,NRM_890,Hona
SEP0191464,2020-10-03,6875587,427223,NRM_1591,Hane
SEP0191465,2020-10-27,6838686,444830,NRM_1001,Hane
SEP0191466,2020-10-30,6832865,450373,NRM_1299,Hane
SEP0191467,2020-09-19,6869703,450371,NRM_1254,Hona
SEP0191471,2020-08-29,6895046,470216,BI406967,Hona
SEP0191474,2020-09-02,6884682,491474,BI041122,Hona
SEP0191478,2020-09-26,6876908,451188,NRM_1047,Hane
SEP0191487,2020-08-22,6893556,429191,BI041129,Hona
SEP0191488,2020-09-07,6897620,436246,NRM_2043,Hona
SEP0191492,2020-09-08,6895285,433036,NRM_1369,Hona
SEP0191494,2020-08-21,6895331,435071,BI407061,Hona
SEP0191495,2020-09-09,6890244,430491,NRM_757,Hane
SEP0191499,2020-09-04,6896116,462925,BI406967,Hona
SEP0191503,2020-09-18,7011446,554988,NRM_828,Hane
SEP0191504,2020-09-12,7010521,553747,NRM_828,Hane
SEP0191505,2020-09-09,7014331,554350,NRM_754,Hona
SEP0191506,2020-09-10,7012655,556776,NRM_678,Hane
SEP0191510,2020-09-13,7014371,553151,BI041088,Hona
SEP0191513,2020-08-22,7014755,552148,NRM_755,Hona
SEP0191517,2020-09-20,7005864,554458,NRM_854,Hona
SEP0191519,2020-09-17,7010568,553482,NRM_1177,Hane
SEP0191521,2020-08-21,7007423,554186,NRM_854,Hona
SEP0191524,2020-09-20,7014925,552664,NRM_828,Hane
SEP0191525,2020-09-10,7014043,554707,NRM_755,Hona
SEP0191527,2020-09-14,7010577,550016,BI041088,Hona
SEP0191528,2020-09-18,7023001,552234,NRM_895,Hona
SEP0191530,2020-09-17,7014541,553859,NRM_754,Hona
SEP0191532,2020-09-10,7014177,553999,NRM_678,Hane
SEP0191533,2020-09-13,7010438,552465,BI041088,Hona
SEP0191537,2020-09-26,7013955,556683,NRM_754,Hona
SEP0191540,2020-09-26,7013955,556683,NRM_754,Hona
SEP0191541,2020-09-26,7012254,552902,NRM_828,Hane
SEP0191545,2020-09-17,7003213,568193,NRM_680,Hona
SEP0191547,2020-09-27,7015715,549187,NRM_755,Hona
SEP0191563,2020-09-20,7005830,553889,NRM_854,Hona
SEP0191564,2020-10-05,7010335,552306,NRM_754,Hona
SEP0191575,2020-09-14,7003653,569197,BI407207,Hona
SEP0191587,2020-09-13,7016720,557664,NRM_828,Hane
SEP0191591,2020-09-19,7014127,552620,NRM_678,Hane
SEP0191592,2020-09-19,7014764,551279,NRM_828,Hane
SEP0191594,2020-09-19,7015280,551373,NRM_754,Hona
SEP0191597,2020-09-19,7014730,551074,NRM_678,Hane
SEP0191598,2020-09-20,7016089,559317,NRM_828,Hane
SEP0191599,2020-10-16,7017062,550479,BI041088,Hona
SEP0191606,2020-10-01,7126410,508136,NRM_1527,Hona
SEP0191609,2020-08-29,7010797,439444,NRM_1206,Hane
SEP0191610,2020-09-08,7139507,495828,NRM_1273,Hona
SEP0191624,2020-09-27,7134516,493170,NRM_1273,Hona
SEP0191629,2020-09-25,7132368,512835,BI407103,Hona
SEP0191630,2020-09-18,7126769,509631,BI407018,Hona
SEP0191632,2020-09-04,7127111,509436,BI406896,Hona
SEP0191639,2020-09-26,7135227,514130,NRM_756,Hona
SEP0191643,2020-09-27,7135671,507928,NRM_711,Hona
SEP0191646,2020-09-19,7135675,508009,NRM_720,Hona
SEP0191647,2020-09-25,7123736,512461,NRM_1527,Hona
SEP0191651,2020-08-26,7126563,510636,NRM_747,Hona
SEP0191652,2020-09-07,7141443,489073,BI406963,Hona
SEP0191653,2020-08-26,7147308,473834,NRM_1089,Hona
SEP0191655,2020-09-27,7127763,511200,NRM_720,Hona
SEP0191656,2020-09-25,7126852,514290,BI406896,Hona
SEP0191665,2020-09-26,7131691,513410,BI407191,Hona
SEP0191672,2020-08-30,7125059,509128,NRM_747,Hona
SEP0191678,2020-09-19,7137941,481521,NRM_1089,Hona
SEP0191679,2020-09-03,7125055,509134,NRM_1279,Hona
SEP0191682,2020-09-03,7129844,507445,NRM_891,Hona
SEP0191683,2020-09-04,7128591,510021,BI407191,Hona
SEP0191684,2020-09-07,7127307,508791,NRM_747,Hona
SEP0191687,2020-09-07,7126506,511700,NRM_891,Hona
SEP0191696,2020-09-19,7126947,511647,BI407191,Hona
SEP0191699,2020-08-30,7133426,487046,NRM_607,Hane
SEP0191700,2020-10-31,6883509,425770,BI407213,Hona
SEP0191701,2020-09-10,6894356,418730,BI406993,Hona
SEP0191703,2020-09-19,6896119,437328,BI407229,Hona
SEP0191704,2020-09-20,6880386,411450,BI407291,Hona
SEP0191705,2020-09-10,6887765,423953,NRM_793,Hona
SEP0191706,2020-09-13,6895080,438502,BI407229,Hona
SEP0191707,2020-10-18,6894613,440226,NRM_1067,Hane
SEP0191708,2020-09-19,6884334,426355,BI407213,Hona
SEP0191710,2020-09-22,6899622,438375,NRM_661,Hona
SEP0191711,2020-10-30,6882650,411577,NRM_943,Hona
SEP0191714,2020-10-02,6886856,436857,BI041131,Hona
SEP0191716,2020-09-27,6882890,415261,NRM_826,Hona
SEP0191718,2020-08-27,6897016,436123,BI407061,Hona
SEP0191721,2020-09-01,6884920,422094,NRM_753,Hane
SEP0191722,2020-09-09,6887254,428776,NRM_1000,Hona
SEP0191724,2020-09-01,6878141,419629,BI407291,Hona
SEP0191725,2020-08-28,6892563,415930,NRM_862,Hane
SEP0191728,2020-08-23,6884793,421296,NRM_623,Okänt
SEP0191729,2020-08-27,6893863,417872,NRM_983,Hona
SEP0191730,2020-09-09,6890024,418236,BI406993,Hona
SEP0191732,2020-09-07,6887185,428943,NRM_757,Hane
SEP0191734,2020-08-27,6894303,419860,NRM_2035,Hona
SEP0191735,2020-08-26,6893561,420421,BI406993,Hona
SEP0191736,2020-09-08,6877945,417728,BI407291,Hona
SEP0191739,2020-09-08,6881603,439412,NRM_2003,Okänt
SEP0191740,2020-09-11,6892554,443014,NRM_2003,Hane
SEP0191742,2020-08-25,6892889,419407,NRM_983,Hona
SEP0191743,2020-09-08,6912840,484024,NRM_893,Hane
SEP0191747,2020-09-25,6881605,439411,NRM_1068,Hona
SEP0191750,2020-09-07,6881614,439413,BI406998,Hona
SEP0191754,2020-09-09,6893069,420635,BI406993,Hona
SEP0191755,2020-10-04,6892254,442770,NRM_1067,Hane
SEP0191756,2020-10-31,6892299,442824,NRM_1621,Hona
SEP0191757,2020-10-16,6881598,439401,NRM_1068,Hona
SEP0191760,2020-09-09,6879553,412844,NRM_795,Hona
SEP0191762,2020-09-21,6886202,442777,NRM_1129,Hona
SEP0191764,2020-09-07,6881614,439413,NRM_1068,Hona
SEP0191767,2020-10-26,6892062,442249,NRM_1025,Hona
SEP0191768,2020-09-11,6912481,484139,NRM_1118,Hona
SEP0191770,2020-08-27,6874511,435791,BI407082,Hane
SEP0191777,2020-09-09,6912100,483329,NRM_646,Hane
SEP0191778,2020-10-03,6887688,446926,NRM_1069,Hona
SEP0191787,2020-09-11,6911072,485203,NRM_1567,Hane
SEP0191792,2020-09-07,6889008,425926,BI406993,Hona
SEP0191793,2020-10-03,6885069,424866,BI407213,Hona
SEP0191795,2020-09-09,6887654,423723,NRM_753,Hane
SEP0191901,2020-09-18,6994759,483887,BI407059,Hona
SEP0191905,2020-09-07,6960956,453575,NRM_1315,Hona
SEP0191911,2020-10-04,6972529,517843,BI407166,Hona
SEP0191921,2020-10-10,6987232,514831,NRM_894,Hona
SEP0191926,2020-09-14,6993856,511541,BI407205,Hane
SEP0191927,2020-10-03,6958197,539329,BI407247,Hona
SEP0191929,2020-10-11,6992074,508627,BI407205,Hane
SEP0191930,2020-09-15,6991458,515123,NRM_1227,Okänt
SEP0191933,2020-10-03,6958691,540705,BI407355,Hane
SEP0191940,2020-08-26,6983462,505494,NRM_1507,Hona
SEP0191941,2020-10-10,6991272,508014,BI407205,Hane
SEP0191951,2020-08-26,7099770,468050,NRM_1711,Hane
SEP0191963,2020-09-14,6988831,515509,BI406636,Hane
SEP0191987,2020-10-11,6992161,508866,NRM_803,Hane
SEP0191988,2020-08-29,6987351,477152,NRM_687,Hona
SEP0191989,2020-09-10,7087293,472985,NRM_798,Hona
SEP0191990,2020-09-08,7037099,435303,NRM_799,Hane
SEP0191991,2020-09-08,6955387,544417,NRM_1066,Hane
SEP0191999,2020-09-18,6951726,464919,NRM_1160,Hane
SEP0192000,2020-08-25,6892439,507661,NRM_871,Hona
SEP0192001,2020-08-22,6880767,497543,BI407075,Hona
SEP0192002,2020-09-10,6892719,469022,NRM_800,Hona
SEP0192003,2020-09-10,6870746,498296,NRM_1357,Hane
SEP0192007,2020-09-10,6870579,496442,NRM_1370,Hona
SEP0192019,2020-10-14,6901747,450160,BI407356,Hane
SEP0192021,2020-09-04,6893137,470021,NRM_610,Hona
SEP0192022,2020-09-04,6898805,482409,NRM_868,Hona
SEP0192024,2020-09-19,6897372,481236,BI407239,Hona
SEP0192026,2020-10-06,6874431,487515,BI080300,Hona
SEP0192027,2020-08-21,6890785,472924,NRM_610,Hona
SEP0192031,2020-08-22,6875377,478690,NRM_920,Hona
SEP0192034,2020-09-19,6890381,485083,BI406555,Hane
SEP0192037,2020-09-10,6882131,484043,BI041123,Hona
SEP0192039,2020-10-11,6875067,435365,NRM_1130,Hona
SEP0192042,2020-08-23,6893859,469183,BI406967,Hona
SEP0192045,2020-10-07,6872980,482402,NRM_920,Hona
SEP0192046,2020-10-29,6885965,462578,NRM_671,Hona
SEP0192051,2020-08-23,6875490,483677,NRM_624,Okänt
SEP0192058,2020-09-08,6890626,469059,BI406967,Hona
SEP0192060,2020-09-29,6881301,494012,NRM_672,Hane
SEP0192061,2020-09-17,6871164,485996,NRM_631,Hona
SEP0192062,2020-08-21,6877292,493020,BI080248,Okänt
SEP0192064,2020-09-18,6873242,483809,BI080300,Hona
SEP0192065,2020-09-02,6865907,484880,NRM_1061,Hona
SEP0192068,2020-09-10,6892307,470224,NRM_1015,Hane
SEP0192070,2020-09-29,6878787,480728,NRM_716,Hona
SEP0192071,2020-09-09,6888632,469835,NRM_801,Hane
SEP0192072,2020-09-17,6871722,475705,NRM_920,Hona
SEP0192073,2020-10-17,6876514,479586,NRM_716,Hona
SEP0192075,2020-09-29,6880977,495139,BI041122,Hona
SEP0192077,2020-08-21,6895668,472107,NRM_610,Hona
SEP0192078,2020-09-09,6898110,483960,NRM_776,Hona
SEP0192086,2020-09-29,6881173,494979,NRM_723,Hona
SEP0192088,2020-09-09,6893443,483862,BI407239,Hona
SEP0192090,2020-09-08,6901901,432348,NRM_1314,Hane
SEP0192092,2020-09-11,6897905,481704,BI406555,Hane
SEP0192094,2020-09-08,6896184,480277,BI407239,Hona
SEP0192201,2020-09-17,7012263,431306,BI407309,Hane
SEP0192203,2020-09-22,6885224,464712,NRM_1604,Hona
SEP0192221,2020-09-07,6937224,487961,BI406845,Hane
SEP0192223,2020-09-09,6967645,477963,BI407331,Hane
SEP0192225,2020-10-06,6989890,449070,NRM_622,Hane
SEP0192230,2020-09-29,6954862,480452,NRM_2000,Hona
SEP0192234,2020-08-21,6888955,468806,BI406967,Hona
SEP0192237,2020-09-01,6884560,464346,BI406758,Hona
SEP0192242,2020-09-25,6950252,481113,NRM_1345,Hane
SEP0192249,2020-09-19,6967102,478691,NRM_2000,Hona
SEP0192250,2020-09-10,6827385,468597,BI409329,Hona
SEP0192252,2020-08-23,6878276,480098,NRM_716,Hona
SEP0192254,2020-09-27,6891976,431688,NRM_757,Hane
SEP0192255,2020-09-26,6891871,470945,BI406967,Hona
SEP0192258,2020-09-19,6963895,475841,BI407366,Hona
SEP0192259,2020-10-15,6879057,494454,NRM_1041,Hane
SEP0192266,2020-09-07,6942750,477771,BI407331,Hane
SEP0192272,2020-10-05,6889440,495841,NRM_672,Hane
SEP0192278,2020-08-25,7048719,447751,NRM_1283,Hona
SEP0192282,2020-09-10,6963168,475753,BI407331,Hane
SEP0192285,2020-09-25,6948868,481734,NRM_2000,Hona
SEP0192286,2020-09-19,6950809,479017,NRM_863,Hona
SEP0192288,2020-08-22,7039449,465551,NRM_609,Hane
SEP0192291,2020-09-09,6896231,466368,BI406967,Hona
SEP0192292,2020-09-09,6897144,465670,BI406967,Hona
SEP0192294,2020-09-27,6903825,469314,BI406967,Hona
SEP0192296,2020-09-10,6893882,469131,NRM_800,Hona
SEP0192304,2020-09-13,7084039,500617,NRM_744,Hona
SEP0192306,2020-09-13,7083838,499904,NRM_744,Hona
SEP0192310,2020-09-04,6999380,475325,NRM_1303,Hane
SEP0192312,2020-09-07,7010893,490783,NRM_881,Hane
SEP0192319,2020-09-13,6970033,494185,NRM_1197,Hona
SEP0192321,2020-09-11,7111402,513060,BI407089,Hona
SEP0192327,2020-09-07,7007107,494673,NRM_881,Hane
SEP0192329,2020-09-15,6964994,490722,NRM_1645,Hona
SEP0192330,2020-09-13,7059676,535274,BI407066,Hona
SEP0192331,2020-09-09,6990126,487873,NRM_936,Hona
SEP0192342,2020-08-29,6986453,510671,NRM_836,Hane
SEP0192357,2020-09-20,7084947,501822,NRM_744,Hona
SEP0192364,2020-09-03,6989991,653397,BI406629,Hona
SEP0192367,2020-09-10,6997710,455390,NRM_1199,Hane
SEP0192380,2020-09-10,6997710,455390,BI407312,Hona
SEP0192381,2020-09-14,7114225,511339,BI407332,Hona
SEP0192384,2020-09-09,6973206,525712,NRM_802,Hona
SEP0192393,2020-09-12,7073610,466277,BI407351,Hona
SEP0192394,2020-09-22,7074260,465656,BI407351,Hona
SEP0192395,2020-09-12,7114161,511364,BI407332,Hona
SEP0192396,2020-09-25,7108389,512638,BI407089,Hona
SEP0192435,2020-09-22,6847561,429164,NRM_1246,Hona
SEP0192442,2020-09-11,6903169,430082,NRM_1313,Hane
SEP0192443,2020-09-08,6892450,433172,BI407061,Hona
SEP0192446,2020-09-27,6890340,431442,NRM_757,Hane
SEP0192458,2020-09-19,6846108,450150,NRM_1442,Hona
SEP0192459,2020-09-11,6877361,419277,BI407291,Hona
SEP0192460,2020-09-11,6877367,419028,BI407291,Hona
SEP0192463,2020-09-10,6849614,448527,NRM_1001,Hane
SEP0192468,2020-10-06,6879308,474232,NRM_716,Hona
SEP0192469,2020-09-10,6849393,448475,NRM_1001,Hane
SEP0192470,2020-10-18,6882694,468167,NRM_716,Hona
SEP0192472,2020-09-27,6891790,470881,BI407152,Hona
SEP0192475,2020-08-21,6880385,421404,BI407213,Hona
SEP0192478,2020-10-16,6895389,467221,NRM_1015,Hane
SEP0192480,2020-10-18,6879747,495846,NRM_1534,Hane
SEP0192490,2020-09-07,6876483,424801,NRM_1325,Hona
SEP0192499,2020-10-01,6884433,495018,NRM_723,Hona
SEP0192529,2020-09-10,6991988,507442,NRM_803,Hane
SEP0192546,2020-09-14,6957156,530625,NRM_719,Hane
SEP0192551,2020-09-10,6992065,508615,BI407205,Hane
SEP0192552,2020-09-15,6957873,529962,NRM_719,Hane
SEP0192553,2020-09-07,7051784,460287,NRM_847,Hane
SEP0192567,2020-09-07,6992129,509117,NRM_803,Hane
SEP0192570,2020-09-07,6990981,507498,NRM_803,Hane
SEP0192573,2020-09-09,7065583,435402,NRM_1307,Hona
SEP0192574,2020-09-19,7046582,484056,NRM_942,Hane
SEP0192575,2020-10-15,6954270,518686,NRM_689,Hane
SEP0192586,2020-08-30,7045426,486235,NRM_1090,Hona
SEP0192588,2020-09-11,7054385,457701,NRM_847,Hane
SEP0192590,2020-09-15,7048592,480417,BI406897,Hane
SEP0192592,2020-08-24,7073690,479950,NRM_1449,Hane
SEP0192594,2020-09-06,7024821,479453,NRM_869,Hane
SEP0192597,2020-09-21,7096544,452341,NRM_1321,Hane
SEP0192598,2020-09-12,7094780,453048,NRM_1321,Hane
SEP0192599,2020-09-20,7073740,482006,NRM_1449,Hane
SEP0192614,2020-10-16,7138592,471426,NRM_1070,Hane
SEP0192625,2020-10-17,7134526,470586,NRM_1746,Hane
SEP0192626,2020-10-16,7137611,471118,NRM_1070,Hane
SEP0192640,2020-09-02,6972522,526411,BI407166,Hona
SEP0192702,2020-09-22,6941285,408139,NRM_1151,Hona
SEP0192703,2020-09-22,6940722,408388,NRM_1151,Hona
SEP0192704,2020-09-22,6942682,405832,NRM_1151,Hona
SEP0192809,2020-09-28,6978617,461506,BI407228,Hona
SEP0192821,2020-09-20,6943745,479741,BI407331,Hane
SEP0192826,2020-08-30,6959124,429920,BI407337,Hona
SEP0192832,2020-08-28,6950842,472617,BI407331,Hane
SEP0192834,2020-08-26,6948224,477000,BI407184,Hona
SEP0192837,2020-09-10,6972438,415562,NRM_1274,Hona
SEP0192843,2020-08-23,6972333,421184,NRM_1291,Hona
SEP0192845,2020-09-20,6942733,480632,BI407331,Hane
SEP0192846,2020-09-28,6978503,461355,NRM_1315,Hona
SEP0192862,2020-09-14,6958951,461138,NRM_1315,Hona
SEP0192920,2020-09-07,6981315,513248,NRM_1169,Hane
SEP0192922,2020-08-24,6994781,510099,NRM_1169,Hane
SEP0192925,2020-09-12,6991050,506017,NRM_1143,Hane
SEP0192933,2020-09-25,6953796,384328,NRM_622,Hane
SEP0192939,2020-09-26,7120197,506014,NRM_692,Hona
SEP0192943,2020-08-27,6888009,423730,NRM_1460,Hona
SEP0192945,2020-08-25,6880309,416345,NRM_1508,Hona
SEP0192956,2020-08-21,6885552,425938,NRM_1491,Hane
SEP0192958,2020-09-12,6981368,523694,BI407166,Hona
SEP0192959,2020-08-21,6884348,425714,NRM_1460,Hona
SEP0192964,2020-08-22,7038609,502756,BI407130,Hona
SEP0192965,2020-08-24,6880977,424351,NRM_1471,Hona
SEP0192971,2020-09-08,6979376,558673,BI407362,Hane
SEP0192973,2020-08-23,6964785,498926,NRM_1158,Hane
SEP0192982,2020-09-11,6983119,521359,NRM_719,Hane
SEP0192983,2020-09-23,6971701,519563,NRM_658,Hona
SEP0192984,2020-09-20,6973764,523299,NRM_764,Hona
SEP0193000,2020-08-22,7118293,529279,NRM_1457,Hona
SEP0193004,2020-09-11,7104680,521644,BI407259,Hona
SEP0193005,2020-09-05,7104396,524365,BI407299,Hona
SEP0193007,2020-09-12,7089323,540272,BI414814,Hane
SEP0193013,2020-09-23,7086483,530607,NRM_1073,Hona
SEP0193016,2020-09-07,7090697,536718,NRM_892,Hane
SEP0193017,2020-09-29,7098721,531446,NRM_673,Hane
SEP0193020,2020-09-20,7088890,529710,NRM_1073,Hona
SEP0193022,2020-09-18,7097929,529605,NRM_796,Hona
SEP0193025,2020-09-19,7104513,522090,BI407172,Hona
SEP0193026,2020-10-04,7111599,521000,NRM_724,Hane
SEP0193027,2020-10-04,7111443,522970,BI407259,Hona
SEP0193028,2020-10-17,7115162,514109,NRM_1026,Hona
SEP0193034,2020-09-13,7111743,533429,BI406942,Hane
SEP0193035,2020-09-20,7096703,530755,NRM_1209,Hane
SEP0193038,2020-09-20,7093075,527906,NRM_1292,Hona
SEP0193039,2020-10-07,7098632,520728,BI407172,Hona
SEP0193040,2020-09-18,7085542,534935,NRM_1153,Hona
SEP0193042,2020-10-18,7112912,520074,BI041303,Hona
SEP0193043,2020-10-12,7105483,532250,NRM_921,Hona
SEP0193045,2020-10-03,7141618,491157,BI406798,Hona
SEP0193047,2020-10-03,7111046,518211,NRM_725,Hona
SEP0193049,2020-09-10,7106128,523312,BI041303,Hona
SEP0193051,2020-10-10,7104626,520310,NRM_724,Hane
SEP0193054,2020-09-07,7086314,533029,NRM_1153,Hona
SEP0193056,2020-09-10,7108591,520956,BI407259,Hona
SEP0193057,2020-09-15,7082889,533053,NRM_827,Hane
SEP0193058,2020-09-11,7100600,521567,BI041303,Hona
SEP0193061,2020-09-18,7096943,529116,BI407172,Hona
SEP0193062,2020-09-28,7090186,531549,BI407172,Hona
SEP0193063,2020-09-30,7089308,534015,BI406914,Hona
SEP0193065,2020-09-15,7091210,530950,NRM_1640,Hane
SEP0193068,2020-09-17,7105701,533975,NRM_921,Hona
SEP0193069,2020-09-11,7100139,520715,NRM_724,Hane
SEP0193072,2020-08-21,7114650,531243,BI041529,Hane
SEP0193073,2020-10-08,7101930,519825,NRM_1741,Hona
SEP0193076,2020-09-26,7110766,539247,NRM_1346,Hona
SEP0193077,2020-09-26,7085037,533804,NRM_1244,Hona
SEP0193078,2020-10-09,7104878,520491,NRM_797,Hona
