Vecka,Individ,Kon,LnNamn,Long,Lat,LongIndivid,LatIndivid
35,NRM_771,Hona,Västernorrlands,620330,6957640,599351.8181818182,6968584.545454546
38,BI406701,Hane,Västernorrlands,634245,7013487,632470,7015954
37,NRM_632,Hona,Västernorrlands,668611,7064191,673170.1851851852,7062214.407407408
44,BI406625,Hona,Västernorrlands,621403,6991772,614505,6977905.75
36,NRM_699,Hane,Västernorrlands,632430,6984672,622609.8,6995737.2
37,BI406701,Hane,Västernorrlands,641338,7013649,632470,7015954
39,BI406629,Hona,Västernorrlands,647656,7001713,650790.7027027027,6993616.378378378
37,NRM_632,Hona,Västernorrlands,670719,7064280,673170.1851851852,7062214.407407408
42,BI407186,Hane,Västernorrlands,686350,7064498,681122.1875,7060038.5625
36,BI406701,Hane,Västernorrlands,631580,7013330,632470,7015954
42,NRM_963,Hona,Västernorrlands,683350,7064136,683977.25,7061771.625
35,NRM_882,Hona,Västernorrlands,647419,6988007,647535.8,6990021
38,NRM_938,Hona,Västernorrlands,678096,7068884,678847.5,7063317.6
35,NRM_750,Hane,Västernorrlands,596678,7009412,601903.5,7012703
39,NRM_1663,Hona,Västernorrlands,680243,7074515,680243,7074515
39,BI050057,Hona,Västernorrlands,677220,7075314,678206.2222222222,7073907.555555556
36,NRM_865,Hona,Västernorrlands,621000,6981942,626374.3846153846,6977443.076923077
37,NRM_1094,Hane,Västernorrlands,673646,7053590,664979,7065381
37,BI406587,Hane,Västernorrlands,617996,6996160,616817.25,6989154.25
36,NRM_865,Hona,Västernorrlands,624658,6983603,626374.3846153846,6977443.076923077
38,NRM_1104,Hane,Västernorrlands,668336,7070513,666902.25,7070952.25
35,NRM_865,Hona,Västernorrlands,632495,6975243,626374.3846153846,6977443.076923077
40,NRM_704,Hane,Västernorrlands,649818,7003861,649504,7006764
36,BI406629,Hona,Västernorrlands,647980,7002135,650790.7027027027,6993616.378378378
39,NRM_708,Hona,Jämtlands,518454,7119356,520479.75,7118600.5
40,NRM_699,Hane,Västernorrlands,624029,6997933,622609.8,6995737.2
41,NRM_773,Hane,Västernorrlands,596489,7017384,598226.25,7017908.375
40,BI406625,Hona,Västernorrlands,614135,6940056,614505,6977905.75
35,NRM_1503,Hona,Västernorrlands,628200,6975226,628200,6975226
36,BI406629,Hona,Västernorrlands,648637,7001133,650790.7027027027,6993616.378378378
35,NRM_1297,Hona,Västernorrlands,564780,6904301,564527.6666666666,6904541
38,BI406629,Hona,Västernorrlands,651263,6986587,650790.7027027027,6993616.378378378
38,NRM_773,Hane,Västernorrlands,596602,7015450,598226.25,7017908.375
38,NRM_897,Hane,Västernorrlands,596222,7008396,595454,7013947.285714285
40,NRM_656,Hane,Västernorrlands,620886,6986575,620886,6986575
39,NRM_1179,Hona,Västernorrlands,632537,7000597,628079.6666666666,6998803.333333333
37,NRM_1218,Hane,Västernorrlands,583936,7037166,581198.25,7034882.25
39,NRM_1425,Hona,Västernorrlands,647229,7002008,647988.75,7001032.5
40,NRM_814,Hane,Västernorrlands,622839,6988323,623666.3333333334,6983627
38,BI409202,Hane,Jämtlands,575020,6985375,571184.8571428572,6984257.142857143
42,NRM_1043,Hona,Jämtlands,512844,6951546,513444,6949636.5
36,NRM_660,Hane,Västernorrlands,581968,6953102,579307.0588235294,6961458.117647059
37,NRM_897,Hane,Västernorrlands,594286,7012236,595454,7013947.285714285
37,NRM_1577,Hane,Västernorrlands,612436,6959660,612436,6959660
37,NRM_912,Hona,Västernorrlands,586686,7039023,587250.75,7049048
44,NRM_1204,Hona,Västernorrlands,638463,7025656,640631.8333333334,7026076.5
38,BI406570,Hane,Västernorrlands,637941,7025757,634363.375,7036590.625
42,NRM_1060,Hane,Västernorrlands,639748,7023017,640810.5,7035891
38,NRM_1204,Hona,Västernorrlands,639899,7023816,640631.8333333334,7026076.5
42,NRM_1204,Hona,Västernorrlands,643946,7025742,640631.8333333334,7026076.5
40,NRM_657,Hane,Västernorrlands,598714,7040390,613331,7026549
42,NRM_644,Hane,Västernorrlands,522150,6912919,518256.8181818182,6913046.090909091
34,NRM_660,Hane,Västernorrlands,592842,6949023,579307.0588235294,6961458.117647059
37,BI407223,Hona,Västernorrlands,574390,6967460,576421,6967890.5
41,BI406549,Hona,Västernorrlands,590315,6972996,590712.1428571428,6976954.571428572
41,NRM_1057,Hane,Västernorrlands,611460,6928617,610339.0833333334,6938182.916666667
35,NRM_703,Hane,Västernorrlands,578984,6959358,576969.8888888889,6955896.111111111
42,NRM_1020,Hane,Västernorrlands,610132,6935521,604974,6925098.333333333
39,NRM_1108,Hona,Västernorrlands,600844,6962542,593997,6972879.333333333
36,BI041489,Hane,Västernorrlands,585425,6952236,575874,6965845.888888889
38,NRM_1242,Hona,Jämtlands,579870,6973673,579870,6973673
39,NRM_813,Hona,Västernorrlands,600814,6962102,597244.4,6972677.4
42,NRM_1736,Hane,Västernorrlands,622018,6975265,622018,6975265
37,BI407186,Hane,Västernorrlands,686133,7055734,681122.1875,7060038.5625
34,BI040996,Hona,Jämtlands,547723,7087328,550817.8,7083242.8
37,NRM_608,Hona,Jämtlands,509145,6956660,510728.8,6952873.4
37,NRM_913,Hona,Jämtlands,510149,6962527,508007.5,6968191.75
34,NRM_1079,Hane,Jämtlands,503378,6949272,510393.8333333333,6945469.666666667
34,BI406980,Hane,Jämtlands,494279,6952437,494279,6952437
42,BI080515,Hane,Västernorrlands,620396,7044822,609371.9,7043046.3
37,BI407355,Hane,Jämtlands,499602,6956542,525953.4285714285,6962953.785714285
36,NRM_913,Hona,Jämtlands,509172,6965462,508007.5,6968191.75
37,BI407355,Hane,Jämtlands,500368,6962127,525953.4285714285,6962953.785714285
34,NRM_613,Hane,Jämtlands,496685,6943103,496924.6153846154,6948005.615384615
37,BI407355,Hane,Jämtlands,503414,6953493,525953.4285714285,6962953.785714285
35,NRM_1038,Hane,Västernorrlands,500865,6971923,609681.8,7023121.6
36,NRM_913,Hona,Jämtlands,508993,6972048,508007.5,6968191.75
37,NRM_1270,Hane,Jämtlands,457141,7091824,465590.6,7084650.8
38,NRM_913,Hona,Jämtlands,503716,6972730,508007.5,6968191.75
42,BI041095,Hona,Jämtlands,490348,6951145,489650.6666666667,6955343.333333333
35,BI041529,Hane,Jämtlands,500221,6975720,522673.6,7087356.4
38,BI040996,Hona,Jämtlands,548758,7085504,550817.8,7083242.8
35,NRM_1079,Hane,Jämtlands,506015,6950984,510393.8333333333,6945469.666666667
36,BI407355,Hane,Jämtlands,506737,6960831,525953.4285714285,6962953.785714285
40,NRM_698,Hane,Jämtlands,507125,7010346,500260.5,7041748
37,NRM_1143,Hane,Jämtlands,503897,7001488,506702.5,6993304.833333333
36,NRM_884,Hona,Jämtlands,494390,6995911,499272,6993622.5
38,NRM_705,Hona,Jämtlands,497626,7100628,498888,7095855
37,NRM_676,Hona,Jämtlands,498037,7013903,496441.3333333333,7013645.666666667
39,BI407103,Hona,Jämtlands,515209,7134906,513049.75,7134683.5
38,NRM_720,Hona,Jämtlands,507682,7134282,509372.55555555556,7131882.666666667
34,NRM_614,Okänt,Jämtlands,514120,7131904,514120,7131904
34,BI407103,Hona,Jämtlands,511220,7134329,513049.75,7134683.5
34,NRM_1485,Hona,Jämtlands,508560,7131582,508560,7131582
39,NRM_747,Hona,Jämtlands,509592,7130157,509536.75,7127271.5
38,NRM_720,Hona,Jämtlands,510331,7132053,509372.55555555556,7131882.666666667
35,NRM_1475,Okänt,Jämtlands,513859,7131901,513859,7131901
37,NRM_1081,Hona,Jämtlands,503877,7060285,495211.5,7062087.833333333
34,NRM_615,Okänt,Jämtlands,510714,7130000,510714,7130000
35,NRM_1476,Hane,Jämtlands,511453,7130775,511453,7130775
38,NRM_1205,Hane,Jämtlands,510949,7129861,510949,7129861
38,NRM_720,Hona,Jämtlands,511358,7131197,509372.55555555556,7131882.666666667
37,BI407202,Hona,Jämtlands,539123,7084535,534900,7079980.5
40,NRM_1046,Hona,Jämtlands,497837,7127636,496455,7130623.666666667
38,NRM_720,Hona,Jämtlands,511512,7130813,509372.55555555556,7131882.666666667
37,NRM_1046,Hona,Jämtlands,496296,7132068,496455,7130623.666666667
34,BI041247,Hona,Jämtlands,504047,7127215,504606.5,7127104.5
44,NRM_817,Hona,Jämtlands,504669,7067590,504698.25,7072837.25
39,BI041291,Hona,Jämtlands,548431,7118505,555060,7109014.285714285
38,BI406767,Hane,Jämtlands,498252,7124817,499028,7118470
38,NRM_1046,Hona,Jämtlands,495232,7132167,496455,7130623.666666667
34,BI407018,Hona,Jämtlands,506601,7129654,508116,7128211.5
38,BI407191,Hona,Jämtlands,512034,7133321,516570.125,7130474.75
37,BI406928,Hona,Jämtlands,505622,7059804,494283.8333333333,7061431.25
37,NRM_907,Hona,Jämtlands,505604,7059987,496703.625,7062173.125
44,NRM_1184,Hane,Jämtlands,501760,7066351,503421.5,7061238
38,BI414804,Hane,Jämtlands,507961,7158928,534688,7138579.333333333
37,NRM_1565,Hane,Jämtlands,502823,7059488,502823,7059488
34,NRM_616,Okänt,Jämtlands,508276,7137487,508276,7137487
37,NRM_907,Hona,Jämtlands,503748,7060220,496703.625,7062173.125
34,BI041247,Hona,Jämtlands,505166,7126994,504606.5,7127104.5
38,NRM_706,Hona,Jämtlands,508096,7102433,507807,7104663.5
39,NRM_707,Hane,Jämtlands,498035,7098599,501404.25,7096464.5
37,BI407205,Hane,Jämtlands,509480,6987516,508257,6992054.333333333
37,NRM_836,Hane,Jämtlands,511436,7008812,514075.0833333333,6998099.166666667
39,BI407144,Hona,Jämtlands,390899,6967858,397621,6965331.4
38,NRM_970,Hona,Jämtlands,537095,7053385,534517.6666666666,7048910.833333333
38,NRM_970,Hona,Jämtlands,536612,7056835,534517.6666666666,7048910.833333333
37,NRM_803,Hane,Jämtlands,508371,6987398,512790.45454545453,6990374
37,NRM_803,Hane,Jämtlands,507563,6988093,512790.45454545453,6990374
39,NRM_1240,Hona,Jämtlands,509103,6987282,509103,6987282
38,BI407166,Hona,Jämtlands,527111,6972425,521478.14285714284,6976146.071428572
36,BI407291,Hona,Jämtlands,416851,6874052,417168.625,6877758
36,NRM_836,Hane,Jämtlands,510651,6987701,514075.0833333333,6998099.166666667
42,BI041291,Hona,Jämtlands,560465,7099741,555060,7109014.285714285
39,NRM_1243,Hane,Jämtlands,539316,7038792,544462.1666666666,7042040.833333333
38,BI407188,Hona,Jämtlands,544439,7033836,545403,7031152
37,BI407130,Hona,Jämtlands,506727,7017889,504799.3125,7024118.875
37,BI407257,Hane,Jämtlands,480820,7082656,482275.8333333333,7080762.333333333
42,BI040898,Hona,Västernorrlands,569727,7045175,569839.75,7046490
37,BI407167,Hona,Jämtlands,500143,7029971,497476.14285714284,7023254
37,BI407167,Hona,Jämtlands,504973,7018211,497476.14285714284,7023254
37,NRM_1362,Hane,Jämtlands,453095,7040955,459804.8,7039551
37,NRM_885,Hona,Jämtlands,454975,7042785,458121.5,7045865.5
36,NRM_676,Hona,Jämtlands,493576,7012874,496441.3333333333,7013645.666666667
37,NRM_881,Hane,Jämtlands,492362,7012895,491641.28571428574,7011166.142857143
38,NRM_881,Hane,Jämtlands,492245,7013628,491641.28571428574,7011166.142857143
37,NRM_881,Hane,Jämtlands,490771,7010933,491641.28571428574,7011166.142857143
39,NRM_847,Hane,Jämtlands,456373,7053290,458496.2,7053505.2
37,NRM_675,Hane,Jämtlands,506839,7018778,511862.5,7017188.5
38,NRM_1283,Hona,Jämtlands,446569,7043479,446012.6666666667,7046428.666666667
41,NRM_664,Hona,Jämtlands,482239,7061769,479773.2,7061675.8
38,NRM_847,Hane,Jämtlands,454276,7056420,458496.2,7053505.2
40,NRM_660,Hane,Västernorrlands,565104,6966326,579307.0588235294,6961458.117647059
38,BI406636,Hane,Jämtlands,507756,6989774,523219.8333333333,6988100.666666667
40,NRM_660,Hane,Västernorrlands,563729,6965373,579307.0588235294,6961458.117647059
38,NRM_1143,Hane,Jämtlands,509325,6987540,506702.5,6993304.833333333
40,BI407166,Hona,Jämtlands,517837,6972535,521478.14285714284,6976146.071428572
41,NRM_884,Hona,Jämtlands,504154,6991334,499272,6993622.5
40,NRM_658,Hona,Jämtlands,518422,6971320,519140.14285714284,6971907.142857143
40,BI409202,Hane,Jämtlands,569218,6979654,571184.8571428572,6984257.142857143
39,NRM_764,Hona,Jämtlands,522387,6975077,522306.6666666667,6974796.333333333
42,NRM_803,Hane,Jämtlands,509544,6987542,512790.45454545453,6990374
39,NRM_748,Hane,Jämtlands,548868,6992247,547374,6986852.5
39,BI407166,Hona,Jämtlands,520246,6975413,521478.14285714284,6976146.071428572
39,BI407363,Hona,Jämtlands,548191,6990812,546916.3333333334,6991274.5
40,NRM_658,Hona,Jämtlands,518486,6975097,519140.14285714284,6971907.142857143
40,NRM_1143,Hane,Jämtlands,507356,6987231,506702.5,6993304.833333333
40,NRM_658,Hona,Jämtlands,519559,6974093,519140.14285714284,6971907.142857143
40,BI407166,Hona,Jämtlands,520024,6975590,521478.14285714284,6976146.071428572
42,BI407050,Hane,Västernorrlands,506994,6939246,521600.85714285716,6940512.357142857
39,BI080374,Hane,Jämtlands,538088,6986475,539354.0714285715,6992914.285714285
42,NRM_658,Hona,Jämtlands,518852,6974694,519140.14285714284,6971907.142857143
37,NRM_708,Hona,Jämtlands,518895,7122108,520479.75,7118600.5
36,BI407138,Hona,Jämtlands,517062,7118500,520669.3333333333,7117129.666666667
39,NRM_2030,Hona,Jämtlands,488187,7144753,487826.5,7143075.5
34,NRM_797,Hona,Jämtlands,519150,7114220,520431.5,7109775.75
39,NRM_1602,Hona,Jämtlands,497048,7153938,497048,7153938
41,NRM_1109,Hona,Jämtlands,535047,7066665,535047,7066665
39,BI406963,Hona,Jämtlands,485887,7151484,487606,7143874.5
38,NRM_708,Hona,Jämtlands,521774,7119031,520479.75,7118600.5
35,BI406776,Hona,Jämtlands,522847,7118633,522847,7118633
35,BI041529,Hane,Jämtlands,520298,7115337,522673.6,7087356.4
37,BI407138,Hona,Jämtlands,521562,7119217,520669.3333333333,7117129.666666667
38,NRM_973,Hona,Jämtlands,515387,7118603,518802,7113818
38,NRM_973,Hona,Jämtlands,519640,7117946,518802,7113818
34,BI407138,Hona,Jämtlands,522573,7117400,520669.3333333333,7117129.666666667
37,BI407138,Hona,Jämtlands,523029,7118719,520669.3333333333,7117129.666666667
40,BI041303,Hona,Jämtlands,519269,7114382,520084,7108830.666666667
36,NRM_1527,Hona,Jämtlands,520710,7117401,513769,7122515.666666667
38,NRM_797,Hona,Jämtlands,521060,7113063,520431.5,7109775.75
38,BI041303,Hona,Jämtlands,516333,7117821,520084,7108830.666666667
40,NRM_708,Hona,Jämtlands,522796,7113907,520479.75,7118600.5
40,NRM_1585,Hona,Jämtlands,538026,7083892,538026,7083892
38,NRM_1547,Hona,Jämtlands,529074,7122940,527396,7128328.5
38,NRM_973,Hona,Jämtlands,519955,7114255,518802,7113818
44,BI407202,Hona,Jämtlands,530677,7075426,534900,7079980.5
42,NRM_619,Hona,Jämtlands,536355,7084089,537078.5,7083585
39,NRM_709,Hona,Jämtlands,542523,7020371,545943.3636363636,7019107.545454546
42,NRM_783,Hona,Jämtlands,542473,7020615,542928.9166666666,7020947.916666667
38,NRM_620,Hane,Jämtlands,537033,7021577,526673.3,7020329.3
37,NRM_783,Hona,Jämtlands,543213,7016832,542928.9166666666,7020947.916666667
39,NRM_709,Hona,Jämtlands,543153,7019655,545943.3636363636,7019107.545454546
39,NRM_709,Hona,Jämtlands,544186,7019281,545943.3636363636,7019107.545454546
35,BI407124,Hona,Jämtlands,548397,7028057,552122.8333333334,7036155.833333333
41,NRM_783,Hona,Jämtlands,542227,7020763,542928.9166666666,7020947.916666667
37,NRM_783,Hona,Jämtlands,543935,7020275,542928.9166666666,7020947.916666667
38,NRM_709,Hona,Jämtlands,546170,7015075,545943.3636363636,7019107.545454546
40,NRM_709,Hona,Jämtlands,545529,7015652,545943.3636363636,7019107.545454546
37,NRM_760,Hane,Jämtlands,541457,7017227,541847.3333333334,7013823.666666667
37,NRM_783,Hona,Jämtlands,545420,7015465,542928.9166666666,7020947.916666667
40,NRM_710,Hane,Jämtlands,537668,7019796,534359.25,7029566.75
38,NRM_783,Hona,Jämtlands,546233,7020830,542928.9166666666,7020947.916666667
35,NRM_709,Hona,Jämtlands,543008,7019874,545943.3636363636,7019107.545454546
35,NRM_709,Hona,Jämtlands,543631,7019422,545943.3636363636,7019107.545454546
37,NRM_1317,Hona,Jämtlands,496749,7079533,497404,7077592.5
37,BI406835,Hona,Jämtlands,518539,7089953,518539,7089953
37,NRM_1317,Hona,Jämtlands,498059,7075652,497404,7077592.5
38,NRM_922,Hona,Jämtlands,496546,7068874,490116.71428571426,7065024.571428572
39,BI407209,Hona,Jämtlands,513536,7051707,523479,7056519.5
38,NRM_820,Hona,Jämtlands,516452,7088270,515003.3333333333,7088082.333333333
37,BI406962,Hane,Jämtlands,493807,7052010,494903.5,7061801.5
38,NRM_914,Hane,Jämtlands,417148,7027154,417148,7027154
38,NRM_675,Hane,Jämtlands,503806,7020146,511862.5,7017188.5
34,NRM_1368,Hona,Jämtlands,507329,7025632,511464.54545454547,7028480.363636363
35,NRM_854,Hona,Jämtlands,512677,7021757,548654.5,7008363.5
34,BI414857,Hane,Jämtlands,458774,6947400,462603.4,6954237.8
38,BI407167,Hona,Jämtlands,491410,7024939,497476.14285714284,7023254
37,BI407341,Hona,Jämtlands,427959,7050425,431431.25,7051488.5
39,NRM_899,Hona,Jämtlands,486962,7044392,483754.5,7037692.5
37,NRM_1366,Hane,Jämtlands,485685,7050122,485685,7050122
34,NRM_609,Hane,Jämtlands,467071,7043087,464095.6666666667,7040569.666666667
37,BI407130,Hona,Jämtlands,506701,7019863,504799.3125,7024118.875
37,BI407130,Hona,Jämtlands,505854,7019522,504799.3125,7024118.875
37,NRM_942,Hane,Jämtlands,483496,7044971,487651.0833333333,7052142.25
40,BI407341,Hona,Jämtlands,426715,7048885,431431.25,7051488.5
42,BI407258,Hona,Jämtlands,477890,6910509,478059.4,6912263.6
34,NRM_970,Hona,Jämtlands,535599,7055067,534517.6666666666,7048910.833333333
38,NRM_942,Hane,Jämtlands,483108,7045813,487651.0833333333,7052142.25
37,NRM_675,Hane,Jämtlands,504803,7019640,511862.5,7017188.5
35,NRM_1477,Hona,Jämtlands,488501,7142754,487492,7143243
37,BI414857,Hane,Jämtlands,460503,6947041,462603.4,6954237.8
39,NRM_1430,Hona,Jämtlands,426028,7066757,426028,7066757
35,NRM_1086,Hona,Jämtlands,450088,7044313,450088,7044313
38,NRM_1206,Hane,Jämtlands,447709,7009297,441797.3333333333,7010073.888888889
37,NRM_1164,Hane,Jämtlands,445351,7010215,443182.4,7011197.2
38,NRM_626,Hona,Jämtlands,506308,7027445,512051,7029624
35,BI407130,Hona,Jämtlands,499756,7030205,504799.3125,7024118.875
37,BI407207,Hona,Jämtlands,575208,6998344,572902.8,7001635
35,NRM_975,Hane,Jämtlands,430607,7009652,430607,7009652
34,BI407130,Hona,Jämtlands,499601,7031090,504799.3125,7024118.875
38,NRM_1368,Hona,Jämtlands,510354,7026715,511464.54545454547,7028480.363636363
36,NRM_1368,Hona,Jämtlands,509399,7030043,511464.54545454547,7028480.363636363
35,NRM_1477,Hona,Jämtlands,486483,7143732,487492,7143243
40,NRM_711,Hona,Jämtlands,509482,7155755,508705,7145713
42,BI407181,Hona,Jämtlands,534942,7118444,535217.6,7120248.4
39,NRM_752,Hona,Jämtlands,544789,7113444,544606.5,7115206
42,NRM_630,Hane,Jämtlands,564483,7084594,563944.5,7084685
42,NRM_714,Hane,Jämtlands,563927,7086638,572001.375,7083107.0625
42,BI414910,Hona,Jämtlands,558612,7121146,554673,7125143.2
39,NRM_701,Hona,Jämtlands,559947,7088640,559690.6666666666,7087227.5
39,NRM_714,Hane,Jämtlands,566032,7085523,572001.375,7083107.0625
41,BI041303,Hona,Jämtlands,521341,7106860,520084,7108830.666666667
40,NRM_659,Hona,Jämtlands,553791,7106239,557283,7107000
42,BI041303,Hona,Jämtlands,521053,7107321,520084,7108830.666666667
42,NRM_1122,Hona,Jämtlands,522190,7100304,524064,7097125.5
37,NRM_1164,Hane,Jämtlands,444262,7011308,443182.4,7011197.2
34,BI407341,Hona,Jämtlands,427703,7051097,431431.25,7051488.5
37,NRM_1206,Hane,Jämtlands,440479,7015278,441797.3333333333,7010073.888888889
36,NRM_1083,Hona,Jämtlands,426289,7020300,426289,7020300
37,NRM_1206,Hane,Jämtlands,438253,7013301,441797.3333333333,7010073.888888889
38,NRM_1206,Hane,Jämtlands,440959,7005331,441797.3333333333,7010073.888888889
36,NRM_785,Hane,Jämtlands,437135,7020410,439550.8,7023728.2
37,NRM_1164,Hane,Jämtlands,439538,7010727,443182.4,7011197.2
37,BI407350,Hona,Jämtlands,425018,7020439,433026,7010060
37,NRM_784,Hane,Jämtlands,446082,7012735,448167.3333333333,7005234.333333333
